t,y,exog
2020-04-29,52.45386606537351,3.865473882073545
2020-04-30,57.582063894086005,2.866619435603489
2020-05-01,59.231225090410526,4.03014067363621
2020-05-02,67.56584265971657,3.3776779945784074
2020-05-03,63.34629787441544,7.530712452608848
2020-05-04,66.03396822544495,6.322459635424176
2020-05-05,65.63091125161998,4.988041038025074
2020-05-06,54.318927349738615,7.219916208335039
2020-05-07,50.21740454079442,5.116052461471427
2020-05-08,47.939048692330935,3.7080736980076043
2020-05-09,45.44304869176761,7.284686115904486
2020-05-10,44.738419100023336,5.808365065526988
2020-05-11,51.68712594961207,3.4441307685103153
2020-05-12,54.47539257254783,4.714491982874588
2020-05-13,62.59718486127031,3.686572619922864
2020-05-14,63.52140556937676,2.9258004035534957
2020-05-15,69.84986881003508,6.3892663212974625
2020-05-16,63.893747453171905,7.864124960705196
2020-05-17,61.20587696758861,2.9021486392712883
2020-05-18,58.5270344347394,5.844453855035856
2020-05-19,49.48827136713212,4.024036146317259
2020-05-20,48.79466583136388,4.269311924352956
2020-05-21,49.66428550856485,4.111409113641696
2020-05-22,45.22477949303318,3.704013845480276
2020-05-23,52.51926771706456,5.072782441917241
2020-05-24,57.71976558849682,3.7535748253834433
2020-05-25,63.81364574355462,5.405685238669758
2020-05-26,63.486352616088155,4.924642835826295
2020-05-27,64.70908677383144,4.641577929700385
2020-05-28,67.10413716907821,3.6386545069376033
2020-05-29,63.0439693464664,4.134843004147501
2020-05-30,58.00098570069174,6.133086838738634
2020-05-31,53.24289641899404,5.751375781436571
2020-06-01,47.579696518998674,3.5336671328021736
2020-06-02,48.114507394322004,5.148998458143839
2020-06-03,49.62589090875297,6.127080685057684
2020-06-04,51.32129716394727,2.4958920783179424
2020-06-05,61.53154902228941,5.815040288569903
2020-06-06,63.797665841823516,4.00606436158123
2020-06-07,64.17764704343907,5.855898002889739
2020-06-08,69.26310721726766,3.855111265186225
2020-06-09,64.71089069738974,2.2926768490032217
2020-06-10,64.62416920748498,2.558686343175256
2020-06-11,60.41719115801488,5.072127419992073
2020-06-12,51.50863536329661,5.389583752582223
2020-06-13,51.46649822064433,3.6435250623433872
2020-06-14,49.075561853873,5.957888688166061
2020-06-15,51.283866282144615,2.5077199065965603
2020-06-16,57.14358596530796,4.900880302029025
2020-06-17,57.90922376799422,3.183475700356315
2020-06-18,61.94252767128501,4.022245838296762
2020-06-19,65.38122517859335,5.071098006974621
2020-06-20,66.91837943006912,3.7093799520740713
2020-06-21,67.10605061901622,4.423166683655262
2020-06-22,64.33230394963331,6.509439213821661
2020-06-23,59.253381598660184,4.1346621957152765
2020-06-24,55.40436649807215,6.2535381680977125
2020-06-25,50.16574974591146,3.305439718013573
2020-06-26,51.75706815431464,5.794706266872924
2020-06-27,49.71043229567969,7.1623529309868506
2020-06-28,59.390338333179244,1.292533249809066
2020-06-29,60.25133469553005,3.8046571167942846
2020-06-30,62.33568488716736,5.86560819077081
2020-07-01,65.61846904172214,4.695431920935511
2020-07-02,70.11494483048638,5.556718810056963
2020-07-03,67.41332846719276,4.094022219926269
2020-07-04,65.67800098818427,5.12988468120935
2020-07-05,60.24647524914716,4.766484146911881
2020-07-06,54.20434217468617,6.751673092489711
2020-07-07,49.046158526018814,5.38163126495182
2020-07-08,46.42030555062827,5.506403993112803
2020-07-09,49.94671605802159,4.382184550816299
2020-07-10,56.26279758864688,4.26859066389126
2020-07-11,60.028187488260365,4.351162718270569
2020-07-12,62.158522442576015,5.591678213567445
2020-07-13,68.7066158895467,4.368523278769605
2020-07-14,70.52063475945768,5.434662285344619
2020-07-15,66.69253916544214,8.113101197968158
2020-07-16,65.1574502118912,6.306687055147538
2020-07-17,60.016417436892006,4.510964701748239
2020-07-18,52.66405940433874,6.8018208832459175
2020-07-19,52.055320682852155,4.387886940467673
2020-07-20,51.171569052736466,1.9428131972332192
2020-07-21,53.60584844850615,3.487870533623894
2020-07-22,57.257604104069806,2.1938121184612163
2020-07-23,57.44466126408571,4.472729773938037
2020-07-24,63.374349920169685,5.027627568784328
2020-07-25,69.99032457226167,7.514655968412924
2020-07-26,71.37757190182441,5.490391060646244
2020-07-27,70.09034941045648,4.6713492067867035
2020-07-28,73.15546298130941,6.2441083717752335
2020-07-29,61.64178102138627,1.6832970364881723
2020-07-30,57.821131280361236,5.353421837162849
2020-07-31,53.84774948914203,6.15629779083045
2020-08-01,51.9527825026116,2.782120631330238
2020-08-02,51.409207472874876,6.715631064810394
2020-08-03,57.26793844098647,5.5077446112416215
2020-08-04,59.25434957092481,4.377068129148798
2020-08-05,65.37636278651985,5.949172799159427
2020-08-06,68.58952694218611,8.406039286706594
2020-08-07,71.11374827877265,5.272799382587743
2020-08-08,74.28957117119137,5.372330879450504
2020-08-09,62.31546961481653,4.310958650689634
2020-08-10,62.47252038074904,3.7252334458028122
2020-08-11,52.92456825762068,6.245503724816368
2020-08-12,51.5958822305768,3.7158742611366993
2020-08-13,53.42790119393473,5.107349355829089
2020-08-14,52.76830600034652,4.283513829852325
2020-08-15,54.19451044414126,5.718469738619588
2020-08-16,59.969392581479944,5.500493157930423
2020-08-17,67.80919549786928,6.556309916386849
2020-08-18,68.69952077441015,4.234975401717879
2020-08-19,71.98291717916395,4.595187597059943
2020-08-20,70.35139771765202,3.531854426326539
2020-08-21,65.34679930478835,4.333560109885833
2020-08-22,65.98788817865073,5.565950739567278
2020-08-23,58.017838044636065,6.135482924968028
2020-08-24,49.089460788840405,3.616752013733562
2020-08-25,52.22290862953886,6.3044088801584905
2020-08-26,51.91617303261879,7.033456788207427
2020-08-27,58.65486666959238,5.620152354835551
2020-08-28,60.41495852313441,7.815193718837099
2020-08-29,66.82052711706619,3.8393162013446407
2020-08-30,71.7702285958053,3.1330179450328743
2020-08-31,73.88151038834025,2.331919626643582
2020-09-01,68.45966122373288,7.2440664672337745
2020-09-02,66.58099752831815,5.9815484845310865
2020-09-03,61.350109377678244,4.916622993634317
2020-09-04,56.043341534852566,5.419952939479731
2020-09-05,57.270654442717856,3.3117664290524353
2020-09-06,53.25996342192192,8.66862796942524
2020-09-07,51.3179780534855,5.193831772962842
2020-09-08,59.38572389410966,5.164092191907339
2020-09-09,66.8443123940253,6.088649935848038
2020-09-10,69.71493052110222,5.7215138476050695
2020-09-11,68.3215141059364,5.335826036418697
2020-09-12,71.7815318542675,3.814288316832032
2020-09-13,73.99407633621772,5.707202535703994
2020-09-14,66.43466106876242,7.82303674471255
2020-09-15,63.78763885629254,7.018130069232466
2020-09-16,59.49926810685885,7.389779939959096
2020-09-17,52.48588501899947,4.233176485353222
2020-09-18,52.930949287876395,3.5155927696121285
2020-09-19,47.95721128201748,4.8113196198505275
2020-09-20,56.10122471733135,5.083587368433042
2020-09-21,62.69486369721377,6.6412872777064225
2020-09-22,65.75443363607027,2.461303055427771
2020-09-23,75.22507664570759,7.2943254791909204
2020-09-24,70.48971724407873,4.762988152131516
2020-09-25,71.18016506445046,4.35967839507887
2020-09-26,68.71148115457235,3.4818434371097484
2020-09-27,66.38254657813225,2.5177149922013453
2020-09-28,55.67827569764123,6.234755875942872
2020-09-29,57.266073466465514,5.109976950782606
2020-09-30,53.67046612203917,3.065058650388419
2020-10-01,53.076728660059764,3.0573818419045757
2020-10-02,59.674206948526525,4.4963229510648075
2020-10-03,64.1981193911468,7.50353228793409
2020-10-04,67.64956624568245,4.610612972954593
2020-10-05,72.69985820782438,2.7452855703228405
2020-10-06,73.17937280627649,4.631385403871084
2020-10-07,72.88728872834689,4.590914645378494
2020-10-08,70.37426134904219,0.9546700355876425
2020-10-09,67.27203363229094,4.918557700223282
2020-10-10,56.67436900234637,4.6535982046869835
2020-10-11,59.8058127114681,6.044309547220127
2020-10-12,50.345824400954996,7.773434142418018
2020-10-13,55.33617577208439,6.689847544321636
2020-10-14,60.52663441296919,4.596666964167754
2020-10-15,64.96198373547001,3.3402111368874947
2020-10-16,68.20460096035868,8.86003970487479
2020-10-17,72.74400953712983,5.088827651021733
2020-10-18,73.56399813068234,5.0208939378694195
2020-10-19,72.08152452395606,4.963812369334995
2020-10-20,71.3492041940421,5.297127141151783
2020-10-21,65.41403097192999,4.783459382114086
2020-10-22,58.36418080947868,4.139506989679646
2020-10-23,57.938945713022164,4.179711588139412
2020-10-24,55.46459904175321,4.950870094676002
2020-10-25,57.86547019983352,4.184862843299353
2020-10-26,61.209257683847085,3.9307313259842536
2020-10-27,63.34200997815587,5.159645341537845
2020-10-28,68.92963791960597,4.617534173868717
2020-10-29,75.2548412480908,7.255989482874033
2020-10-30,76.37074053086694,1.023545287410482
2020-10-31,73.81845084991618,6.637260277883692
2020-11-01,70.48465476661755,6.869127788746444
2020-11-02,67.85532979157695,1.8899146513877758
2020-11-03,59.16685722232827,4.485968608879477
2020-11-04,57.83394072449571,4.442838701006313
2020-11-05,55.045614695132215,2.8887324579232683
2020-11-06,56.40438355570119,3.833274968613687
2020-11-07,62.7475537039743,3.334136231801257
2020-11-08,67.25083269797585,7.628405665135434
2020-11-09,72.27701927200125,6.403517589721192
2020-11-10,76.97121165215297,6.907332642491238
2020-11-11,75.79200768326552,6.082508096064853
2020-11-12,75.82415998043435,3.3064223431741566
2020-11-13,70.22946648681301,4.21321960058034
2020-11-14,66.54833270497691,5.734061841841877
2020-11-15,60.68971389126475,3.166808286662082
2020-11-16,57.53373789214103,6.069497645258582
2020-11-17,57.24031405087383,4.639511902762798
2020-11-18,55.803304595688566,4.437768788675604
2020-11-19,65.3347745513709,6.066439952305237
2020-11-20,64.18796523700045,5.66639496722906
2020-11-21,68.82162277442433,4.45855075127138
2020-11-22,77.2764757848445,6.738994705046372
2020-11-23,77.93332538792586,3.3784050086001542
2020-11-24,76.30849367194885,5.923903410416395
2020-11-25,72.70669101852867,5.889651886952576
2020-11-26,66.47550645430641,4.535680341029015
2020-11-27,59.755491257028396,5.489199533363177
2020-11-28,58.09135507854301,3.1233296354220452
2020-11-29,55.29567657697578,6.3860405288103514
2020-11-30,59.9899854289912,4.722646795335517
2020-12-01,61.45588523699551,4.215915469221441
2020-12-02,65.1490056064149,6.573513838755334
2020-12-03,71.20722831669386,3.943484464185861
2020-12-04,76.38611694639563,2.8873080554546604
2020-12-05,75.82255089439205,2.6650562397141444
2020-12-06,74.0158132467115,5.909014927018459
2020-12-07,72.53737442298412,3.079355971255575
2020-12-08,67.5899331422176,7.632191272976547
2020-12-09,61.13611364925775,1.877105888174417
2020-12-10,57.597669350919034,7.544684552435057
2020-12-11,57.714099874715274,5.316526200803928
2020-12-12,55.74357727916093,4.854930332194411
2020-12-13,59.53507245124698,4.182621369786576
2020-12-14,65.96311155749486,5.598704171528106
2020-12-15,72.02310569657621,4.943547946362727
2020-12-16,76.78206916904028,6.654952823024783
2020-12-17,80.5007124338991,5.17134147299306
2020-12-18,77.9755732842485,5.225452642192816
2020-12-19,72.33012294007315,4.454581681679216
2020-12-20,67.66196758419446,4.914581564418399
2020-12-21,60.744941270724574,5.461702653338088
2020-12-22,59.10271969017086,2.4347474110150618
2020-12-23,57.27268272215972,2.9777218668414305
2020-12-24,59.8851830828318,6.114896141034072
2020-12-25,61.29553811289527,5.256298157191913
2020-12-26,69.03869302848241,4.724024995470981
2020-12-27,76.11547782600486,5.02765089959809
2020-12-28,76.54273374093059,5.521372558042507
2020-12-29,78.9534234441979,4.190360479535958
2020-12-30,78.24054202126666,3.832542911896531
